member_id,full_name,last_name,member_title,state,party_name,chamber
173,Charlie Crist,Crist,Representative,Florida,Democratic,House
174,Charlie Melancon,Melancon,Representative,Louisiana,Democratic,House
175,Chellie Pingree,Pingree,Representative,Maine,Democratic,House
176,Cheri Bustos,Bustos,Representative,Illinois,Democratic,House
177,Chester G. Atkins,Atkins,Representative,Massachusetts,Democratic,House
178,Chic Hecht,Hecht,Senator,Nevada,Republican,Senate
179,Chip Cravaack,Cravaack,Representative,Minnesota,Republican,House
180,Chip Roy,Roy,Representative,Texas,Republican,House
181,Chris Bell,Bell,Representative,Texas,Democratic,House
182,Chris Cannon,Cannon,Representative,Utah,Republican,House
183,Chris Chocola,Chocola,Representative,Indiana,Republican,House
184,Chris Stewart,Stewart,Representative,Utah,Republican,House
185,Chris Van Hollen,Van Hollen,Senator,Maryland,Democratic,Senate
186,Chrissy Houlahan,Houlahan,Representative,Pennsylvania,Democratic,House
187,Christopher A. Coons,Coons,Senator,Delaware,Democratic,Senate
188,Christopher J. Dodd,Dodd,Senator,Connecticut,Democratic,Senate
189,Christopher John,John,Representative,Louisiana,Democratic,House
190,Christopher P. Gibson,Gibson,Representative,New York,Republican,House
191,Christopher S. Bond,Bond,Senator,Missouri,Republican,Senate
192,Christopher Shays,Shays,Representative,Connecticut,Republican,House
193,Chuck Douglas,Douglas,Representative,New Hampshire,Republican,House
194,Chuck Grassley,Grassley,Senator,Iowa,Republican,Senate
195,Chuck Hagel,Hagel,Senator,Nebraska,Republican,Senate
196,Cindy Hyde-Smith,Hyde-Smith,Senator,Mississippi,Republican,Senate
197,Ciro D. Rodriguez,Rodriguez,Representative,Texas,Democratic,House
198,Claiborne Pell,Pell,Senator,Rhode Island,Democratic,Senate
199,Claire McCaskill,McCaskill,Senator,Missouri,Democratic,Senate
200,Claude Pepper,Pepper,Representative,Florida,Democratic,Senate
201,Claudia Tenney,Tenney,Representative,New York,Republican,House
202,Cliff Stearns,Stearns,Representative,Florida,Republican,House
203,Clyde Holloway,Holloway,Representative,Louisiana,Republican,House
204,Colin Z. Allred,Allred,Representative,Texas,Democratic,House
205,Colleen Hanabusa,Hanabusa,Representative,Hawaii,Democratic,House
206,Conor Lamb,Lamb,Representative,Pennsylvania,Democratic,House
207,Constance A. Morella,Morella,Representative,Maryland,Republican,House
208,Corinne C. (Lindy) Boggs,Boggs,Representative,Louisiana,Democratic,House
209,Cory A. Booker,Booker,Senator,New Jersey,Democratic,Senate
210,Cory Gardner,Gardner,Senator,Colorado,Republican,Senate
211,Craig A. Washington,Washington,Representative,Texas,Democratic,House
212,Craig T. James,James,Representative,Florida,Republican,House
213,Cresent Hardy,Hardy,Representative,Nevada,Republican,House
214,Curt Clawson,Clawson,Representative,Florida,Republican,House
215,Cynthia Axne,Axne,Representative,Iowa,Democratic,House
216,Cynthia M. Lummis,Lummis,Representative,Wyoming,Republican,House
217,Dale Bumpers,Bumpers,Senator,Arkansas,Democratic,Senate
218,Dan Benishek,Benishek,Representative,Michigan,Republican,House
219,Dan Frisa,Frisa,Representative,New York,Republican,House
220,Dan Glickman,Glickman,Representative,Kansas,Democratic,House
221,Dan Hamburg,Hamburg,Representative,California,Democratic,House
222,Dan Newhouse,Newhouse,Representative,Washington,Republican,House
223,Dan Rostenkowski,Rostenkowski,Representative,Illinois,Democratic,House
224,Dan Schaefer,Schaefer,Representative,Colorado,Republican,House
225,Dana Rohrabacher,Rohrabacher,Representative,California,Republican,House
226,Daniel B. Maffei,Maffei,Representative,New York,Democratic,House
227,Daniel Coats,Coats,Senator,Indiana,Republican,Senate
228,Daniel E. Lungren,Lungren,Representative,California,Republican,House
229,Daniel K. Akaka,Akaka,Senator,Hawaii,Democratic,Senate
230,Daniel K. Inouye,Inouye,Senator,Hawaii,Democratic,Senate
231,"Daniel M., Jr. Donovan",Donovan,Representative,New York,Republican,House
232,Daniel Meuser,Meuser,Representative,Pennsylvania,Republican,House
233,Daniel Patrick Moynihan,Moynihan,Senator,New York,Democratic,Senate
234,Daniel Webster,Webster,Representative,Florida,Republican,House
235,Dante B. Fascell,Fascell,Representative,Florida,Democratic,House
236,Darlene Hooley,Hooley,Representative,Oregon,Democratic,House
237,Darrell E. Issa,Issa,Representative,California,Republican,House
238,Darren Soto,Soto,Representative,Florida,Democratic,House
239,Dave Brat,Brat,Representative,Virginia,Republican,House
240,Dave Camp,Camp,Representative,Michigan,Republican,House
241,Dave Durenberger,Durenberger,Senator,Minnesota,Republican,Senate
242,Dave McCurdy,McCurdy,Representative,Oklahoma,Democratic,House
243,"Dave R, Nagle",Nagle,Representative,Iowa,Democratic,House
244,David A. Levy,Levy,Representative,New York,Republican,House
245,David A. Trott,Trott,Representative,Michigan,Republican,House
246,David Alan Curson,Curson,Representative,Michigan,Democratic,House
247,David B. McKinley,McKinley,Representative,West Virginia,Republican,House
248,David D. Phelps,Phelps,Representative,Illinois,Democratic,House
249,David Dreier,Dreier,Representative,California,Republican,House
250,David E. Bonior,Bonior,Representative,Michigan,Democratic,House
251,David E. Skaggs,Skaggs,Representative,Colorado,Democratic,House
252,David Funderburk,Funderburk,Representative,North Carolina,Republican,House
253,David G. Reichert,Reichert,Representative,Washington,Republican,House
254,David G. Valadao,Valadao,Representative,California,Republican,House
255,David J. Trone,Trone,Representative,Maryland,Democratic,House
256,David K. Karnes,Karnes,Senator,Nebraska,Republican,Senate
257,David Kustoff,Kustoff,Representative,Tennessee,Republican,House
258,David L. Hobson,Hobson,Representative,Ohio,Republican,House
259,David Loebsack,Loebsack,Representative,Iowa,Democratic,House
260,David M. McIntosh,McIntosh,Representative,Indiana,Republican,House
261,David Mann,Mann,Representative,Ohio,Democratic,House
262,David Minge,Minge,Representative,Minnesota,Democratic,House
263,David N. Cicilline,Cicilline,Representative,Rhode Island,Democratic,House
264,David Perdue,Perdue,Senator,Georgia,Republican,Senate
265,David R. Obey,Obey,Representative,Wisconsin,Democratic,House
266,David Rivera,Rivera,Representative,Florida,Republican,House
267,David Rouzer,Rouzer,Representative,North Carolina,Republican,House
268,David Schweikert,Schweikert,Representative,Arizona,Republican,House
269,David Vitter,Vitter,Senator,Louisiana,Republican,Senate
270,David W. Jolly,Jolly,Representative,Florida,Republican,House
271,David Wu,Wu,Representative,Oregon,Democratic,House
272,Dean A. Gallo,Gallo,Representative,New Jersey,Republican,House
273,Dean Heller,Heller,Senator,Nevada,Republican,Senate
274,Dean M. Barkley,Barkley,Senator,Minnesota,Independent,Senate
275,Dean Phillips,Phillips,Representative,Minnesota,Democratic,House
276,Deb Fischer,Fischer,Senator,Nebraska,Republican,Senate
277,Debbie Lesko,Lesko,Representative,Arizona,Republican,House
278,Debbie Mucarsel-Powell,Mucarsel-Powell,Representative,Florida,Democratic,House
279,Debbie Stabenow,Stabenow,Senator,Michigan,Democratic,Senate
280,Debbie Wasserman Schultz,Wasserman Schultz,Representative,Florida,Democratic,House
281,Deborah L. Halvorson,Halvorson,Representative,Illinois,Democratic,House
282,Deborah Pryce,Pryce,Representative,Ohio,Republican,House
283,Debra A. Haaland,Haaland,Representative,New Mexico,Democratic,House
284,Denise L. Majette,Majette,Representative,Georgia,Democratic,House
285,Dennis A. Cardoza,Cardoza,Representative,California,Democratic,House
286,Dennis DeConcini,DeConcini,Senator,Arizona,Democratic,Senate
287,Dennis E. Eckart,Eckart,Representative,Ohio,Democratic,House
288,Dennis J. Kucinich,Kucinich,Representative,Ohio,Democratic,House
289,Dennis M. Hertel,Hertel,Representative,Michigan,Democratic,House
290,Denny Rehberg,Rehberg,Representative,Montana,Republican,House
291,Denver Riggleman,Riggleman,Representative,Virginia,Republican,House
292,Derek Kilmer,Kilmer,Representative,Washington,Democratic,House
293,Devin Nunes,Nunes,Representative,California,Republican,House
294,Diana DeGette,DeGette,Representative,Colorado,Democratic,House
295,Diane Black,Black,Representative,Tennessee,Republican,House
296,Diane E. Watson,Watson,Representative,California,Democratic,House
297,Dianne Feinstein,Feinstein,Senator,California,Democratic,Senate
298,Dick Chrysler,Chrysler,Representative,Michigan,Republican,House
299,Dick Swett,Swett,Representative,New Hampshire,Democratic,House
300,Dick Zimmer,Zimmer,Representative,New Jersey,Republican,House
301,Dina Titus,Titus,Representative,Nevada,Democratic,House
302,Dirk Kempthorne,Kempthorne,Senator,Idaho,Republican,Senate
303,Don Bacon,Bacon,Representative,Nebraska,Republican,House
304,Don Bonker,Bonker,Representative,Washington,Democratic,House
305,Don Nickles,Nickles,Senator,Oklahoma,Republican,Senate
306,Don Ritter,Ritter,Representative,Pennsylvania,Republican,House
307,Don Sherwood,Sherwood,Representative,Pennsylvania,Republican,House
308,Don Sundquist,Sundquist,Representative,Tennessee,Republican,House
309,Donald A. Manzullo,Manzullo,Representative,Illinois,Republican,House
310,Donald E. Lukens,Lukens,Representative,Ohio,Republican,House
311,"Donald J., Jr. Cazayoux",Cazayoux,Representative,Louisiana,Democratic,House
312,Donald Norcross,Norcross,Representative,New Jersey,Democratic,House
313,"Donald S., Jr. Beyer",Beyer,Representative,Virginia,Democratic,House
314,"Donald W., Jr. Riegle",Riegle,Senator,Michigan,Democratic,Senate
315,Donna E. Shalala,Shalala,Representative,Florida,Democratic,House
316,Doug Bereuter,Bereuter,Representative,Nebraska,Republican,House
317,Doug LaMalfa,LaMalfa,Representative,California,Republican,House
318,Doug Lamborn,Lamborn,Representative,Colorado,Republican,House
319,Doug Ose,Ose,Representative,California,Republican,House
320,Doug Walgren,Walgren,Representative,Pennsylvania,Democratic,House
321,"Doug, Jr. Barnard",Barnard,Representative,Georgia,Democratic,House
322,Douglas Applegate,Applegate,Representative,Ohio,Democratic,House
323,Douglas H. Bosco,Bosco,Representative,California,Democratic,House
324,"E. Clay, Jr. Shaw",Shaw,Representative,Florida,Republican,House
325,E. J. (Jake) Garn,Garn,Senator,Utah,Republican,Senate
326,E. Scott Rigell,Rigell,Representative,Virginia,Republican,House
327,E. de la Garza,de la Garza,Representative,Texas,Democratic,House
328,Earl Blumenauer,Blumenauer,Representative,Oregon,Democratic,House
329,Earl F. Hilliard,Hilliard,Representative,Alabama,Democratic,House
330,Earl Hutto,Hutto,Representative,Florida,Democratic,House
331,Earl Pomeroy,Pomeroy,Representative,North Dakota,Democratic,House
332,Ed Case,Case,Representative,Hawaii,Democratic,House
333,Ed Pastor,Pastor,Representative,Arizona,Democratic,House
334,Ed Perlmutter,Perlmutter,Representative,Colorado,Democratic,House
335,Ed Whitfield,Whitfield,Representative,Kentucky,Republican,House
336,Edolphus Towns,Towns,Representative,New York,Democratic,House
337,Edward E. Kaufman,Kaufman,Senator,Delaware,Democratic,Senate
338,Edward F. Feighan,Feighan,Representative,Ohio,Democratic,House
339,Edward L. Schrock,Schrock,Representative,Virginia,Republican,House
340,Edward P. Boland,Boland,Representative,Massachusetts,Democratic,House
341,Edward R. Madigan,Madigan,Representative,Illinois,Republican,House
342,Edward R. Roybal,Roybal,Representative,California,Democratic,House
343,Edward R. Royce,Royce,Representative,California,Republican,House
344,Edward Zorinsky,Zorinsky,Senator,Nebraska,Democratic,Senate
345,Elaine G. Luria,Luria,Representative,Virginia,Democratic,House
346,Eleanor Holmes Norton,Norton,Delegate,District of Columbia,Democratic,House
347,Elijah E. Cummings,Cummings,Representative,Maryland,Democratic,House
348,Eliot L. Engel,Engel,Representative,New York,Democratic,House
349,Elise M. Stefanik,Stefanik,Representative,New York,Republican,House
350,Elissa Slotkin,Slotkin,Representative,Michigan,Democratic,House
351,Elizabeth Furse,Furse,Representative,Oregon,Democratic,House
352,Elizabeth H. Esty,Esty,Representative,Connecticut,Democratic,House
353,Elizabeth Patterson,Patterson,Representative,South Carolina,Democratic,House
354,Elizabeth Warren,Warren,Senator,Massachusetts,Democratic,Senate
355,Ellen O. Tauscher,Tauscher,Representative,California,Democratic,House
356,Elton Gallegly,Gallegly,Representative,California,Republican,House
357,Emanuel Cleaver,Cleaver,Representative,Missouri,Democratic,House
358,Eni F. H. Faleomavaega,Faleomavaega,Delegate,American Samoa,Democratic,House
359,Enid Greene Waldholtz,Waldholtz,Representative,Utah,Republican,House
360,"Eric A. ""Rick"" Crawford",Crawford,Representative,Arkansas,Republican,House
361,Eric Cantor,Cantor,Representative,Virginia,Republican,House
362,Eric D. Fingerhut,Fingerhut,Representative,Ohio,Democratic,House
363,Eric J. J. Massa,Massa,Representative,New York,Democratic,House
364,Eric Swalwell,Swalwell,Representative,California,Democratic,House
365,Erik Paulsen,Paulsen,Representative,Minnesota,Republican,House
366,Ernest F. Hollings,Hollings,Senator,South Carolina,Democratic,Senate
367,"Ernest J., Jr. Istook",Istook,Representative,Oklahoma,Republican,House
368,Ernest L. Konnyu,Konnyu,Representative,California,Republican,House
369,Eva M. Clayton,Clayton,Representative,North Carolina,Democratic,House
370,Evan Bayh,Bayh,Senator,Indiana,Democratic,Senate
371,"F. James, Jr. Sensenbrenner",Sensenbrenner,Representative,Wisconsin,Republican,House
372,"Felix J., Jr. Grucci",Grucci,Representative,New York,Republican,House
373,Fernand J. St Germain,St Germain,Representative,Rhode Island,Democratic,House
374,Filemon Vela,Vela,Representative,Texas,Democratic,House
375,Floyd Spence,Spence,Representative,South Carolina,Republican,House
376,Fortney Pete Stark,Stark,Representative,California,Democratic,House
377,Foto I. F. Sunia,Sunia,Delegate,American Samoa,Democratic,House
378,"Francisco ""Quico"" Canseco",Canseco,Representative,Texas,Republican,House
379,Frank A. Cremeans,Cremeans,Representative,Ohio,Republican,House
380,Frank A. LoBiondo,LoBiondo,Representative,New Jersey,Republican,House
381,Frank Annunzio,Annunzio,Representative,Illinois,Democratic,House
382,Frank C. Guinta,Guinta,Representative,New Hampshire,Republican,House
383,Frank J. Guarini,Guarini,Representative,New Jersey,Democratic,House
384,Frank J. Horton,Horton,Representative,New York,Republican,House
385,Frank Mascara,Mascara,Representative,Pennsylvania,Democratic,House
386,Frank McCloskey,McCloskey,Representative,Indiana,Democratic,House
387,Frank R. Lautenberg,Lautenberg,Senator,New Jersey,Democratic,Senate
388,Frank R. Wolf,Wolf,Representative,Virginia,Republican,House
389,Frank Riggs,Riggs,Representative,California,Republican,House
390,Frank Tejeda,Tejeda,Representative,Texas,Democratic,House
391,"Frank W., Jr. Ballance",Ballance,Representative,North Carolina,Democratic,House
392,"Frank, Jr. Kratovil",Kratovil,Representative,Maryland,Democratic,House
393,"Frank, Jr. Pallone",Pallone,Representative,New Jersey,Democratic,House
394,Fred Grandy,Grandy,Representative,Iowa,Republican,House
395,Fred Upton,Upton,Representative,Michigan,Republican,House
396,Frederick K. (Fred) Heineman,Heineman,Representative,North Carolina,Republican,House
397,G. K. Butterfield,Butterfield,Representative,North Carolina,Democratic,House
398,G. V. (Sonny) Montgomery,Montgomery,Representative,Mississippi,Democratic,House
399,Gabrielle Giffords,Giffords,Representative,Arizona,Democratic,House
400,Gary A. Condit,Condit,Representative,California,Democratic,House
401,Gary J. Palmer,Palmer,Representative,Alabama,Republican,House
402,Gary L. Ackerman,Ackerman,Representative,New York,Democratic,House
403,George (Buddy) Darden,Darden,Representative,Georgia,Democratic,House
404,George C. Wortley,Wortley,Representative,New York,Republican,House
405,George E. Sangmeister,Sangmeister,Representative,Illinois,Democratic,House
406,George Holding,Holding,Representative,North Carolina,Republican,House
407,George J. Hochbrueckner,Hochbrueckner,Representative,New York,Democratic,House
408,"George R., Jr. Nethercutt",Nethercutt,Representative,Washington,Republican,House
409,George Radanovich,Radanovich,Representative,California,Republican,House
410,George S. LeMieux,LeMieux,Senator,Florida,Republican,Senate
411,George V. Voinovich,Voinovich,Senator,Ohio,Republican,Senate
412,George W. Gekas,Gekas,Representative,Pennsylvania,Republican,House
413,"George W., Jr. Crockett",Crockett,Representative,Michigan,Democratic,House
414,Gerald B. H. Solomon,Solomon,Representative,New York,Republican,House
415,Gerald D. Kleczka,Kleczka,Representative,Wisconsin,Democratic,House
416,Gerald E. Connolly,Connolly,Representative,Virginia,Democratic,House
417,Gerry E. Sikorski,Sikorski,Representative,Minnesota,Democratic,House
418,Gerry E. Studds,Studds,Representative,Massachusetts,Democratic,House
419,Gil Gutknecht,Gutknecht,Representative,Minnesota,Republican,House
420,"Gilbert Ray, Jr. Cisneros",Cisneros,Representative,California,Democratic,House
