,Unnamed: 0,date_str,sp500,djia,date_ex1,date_ex2,date_ex3,date,diff_sp500,lag_sp500,growth_sp500,diff_date,count_days,diff_djia,lag_djia,growth_djia
23,23,2018-05-07,2672.63,24357.32,May 07 2018,"Monday, 2018-05-07","May-07, 18",2018-05-07,9.210000000000036,2663.42,0.34579600663808324,3 days,3.0,94.81000000000131,24262.51,0.39076748448532866
24,24,2018-05-08,2671.92,24360.21,May 08 2018,"Tuesday, 2018-05-08","May-08, 18",2018-05-08,-0.7100000000000364,2672.63,-0.02656559269334088,1 days,1.0,2.889999999999418,24357.32,0.011865016348265811
25,25,2018-05-09,2697.79,24542.54,May 09 2018,"Wednesday, 2018-05-09","May-09, 18",2018-05-09,25.86999999999989,2671.92,0.9682176113057236,1 days,1.0,182.33000000000175,24360.21,0.7484746642167771
26,26,2018-05-10,2723.07,24739.53,May 10 2018,"Thursday, 2018-05-10","May-10, 18",2018-05-10,25.2800000000002,2697.79,0.9370632999603453,1 days,1.0,196.98999999999796,24542.54,0.8026471587700293
27,27,2018-05-11,2727.72,24831.17,May 11 2018,"Friday, 2018-05-11","May-11, 18",2018-05-11,4.649999999999636,2723.07,0.17076314600798495,1 days,1.0,91.63999999999942,24739.53,0.3704193248618685
28,28,2018-05-14,2730.13,24899.41,May 14 2018,"Monday, 2018-05-14","May-14, 18",2018-05-14,2.4100000000003092,2727.72,0.08835217690966482,3 days,3.0,68.2400000000016,24831.17,0.27481588664570217
29,29,2018-05-15,2711.45,24706.41,May 15 2018,"Tuesday, 2018-05-15","May-15, 18",2018-05-15,-18.68000000000029,2730.13,-0.6842165025108801,1 days,1.0,-193.0,24899.41,-0.7751187678744195
30,30,2018-05-16,2722.46,24768.93,May 16 2018,"Wednesday, 2018-05-16","May-16, 18",2018-05-16,11.010000000000218,2711.45,0.406055800402007,1 days,1.0,62.52000000000044,24706.41,0.2530517383950175
31,31,2018-05-17,2720.13,24713.98,May 17 2018,"Thursday, 2018-05-17","May-17, 18",2018-05-17,-2.3299999999999272,2722.46,-0.08558436120273309,1 days,1.0,-54.95000000000073,24768.93,-0.22185051998613073
32,32,2018-05-18,2712.97,24715.09,May 18 2018,"Friday, 2018-05-18","May-18, 18",2018-05-18,-7.160000000000309,2720.13,-0.2632227136203163,1 days,1.0,1.110000000000582,24713.98,0.004491385037944443
33,33,2018-05-21,2733.01,25013.29,May 21 2018,"Monday, 2018-05-21","May-21, 18",2018-05-21,20.04000000000042,2712.97,0.7386738519040174,3 days,3.0,298.2000000000007,24715.09,1.2065503301828993
34,34,2018-05-22,2724.44,24834.41,May 22 2018,"Tuesday, 2018-05-22","May-22, 18",2018-05-22,-8.570000000000164,2733.01,-0.31357367883762455,1 days,1.0,-178.88000000000102,25013.29,-0.7151398316654907
35,35,2018-05-23,2733.29,24886.81,May 23 2018,"Wednesday, 2018-05-23","May-23, 18",2018-05-23,8.849999999999909,2724.44,0.32483739777715454,1 days,1.0,52.400000000001455,24834.41,0.2109975634613484
36,36,2018-05-24,2727.76,24811.76,May 24 2018,"Thursday, 2018-05-24","May-24, 18",2018-05-24,-5.529999999999745,2733.29,-0.20232028068736743,1 days,1.0,-75.05000000000291,24886.81,-0.30156536735725836
37,37,2018-05-25,2721.33,24753.09,May 25 2018,"Friday, 2018-05-25","May-25, 18",2018-05-25,-6.430000000000291,2727.76,-0.2357245505469796,1 days,1.0,-58.669999999998254,24811.76,-0.23646045262407123
38,38,2018-05-28,,,May 28 2018,"Monday, 2018-05-28","May-28, 18",2018-05-28,,2721.33,,3 days,3.0,,24753.09,
39,39,2018-05-29,2689.86,24361.45,May 29 2018,"Tuesday, 2018-05-29","May-29, 18",2018-05-29,,,,1 days,1.0,,,
40,40,2018-05-30,2724.01,24667.78,May 30 2018,"Wednesday, 2018-05-30","May-30, 18",2018-05-30,34.15000000000009,2689.86,1.2695828035659882,1 days,1.0,306.3299999999981,24361.45,1.2574374678026066
41,41,2018-05-31,2705.27,24415.84,May 31 2018,"Thursday, 2018-05-31","May-31, 18",2018-05-31,-18.740000000000236,2724.01,-0.6879563584568424,1 days,1.0,-251.9399999999987,24667.78,-1.021332280407879
42,42,2018-06-01,2734.62,24635.21,June 01 2018,"Friday, 2018-06-01","Jun-01, 18",2018-06-01,29.34999999999991,2705.27,1.0849194350286628,1 days,1.0,219.36999999999898,24415.84,0.8984741053348931
43,43,2018-06-04,2746.87,24813.69,June 04 2018,"Monday, 2018-06-04","Jun-04, 18",2018-06-04,12.25,2734.62,0.44795986279629346,3 days,3.0,178.47999999999956,24635.21,0.7244914900258597
44,44,2018-06-05,2748.8,24799.98,June 05 2018,"Tuesday, 2018-06-05","Jun-05, 18",2018-06-05,1.930000000000291,2746.87,0.07026178887243631,1 days,1.0,-13.709999999999127,24813.69,-0.05525175820282726
45,45,2018-06-06,2772.35,25146.39,June 06 2018,"Wednesday, 2018-06-06","Jun-06, 18",2018-06-06,23.549999999999727,2748.8,0.8567374854481856,1 days,1.0,346.40999999999985,24799.98,1.3968156425932596
46,46,2018-06-07,2770.37,25241.41,June 07 2018,"Thursday, 2018-06-07","Jun-07, 18",2018-06-07,-1.9800000000000182,2772.35,-0.07141955380814177,1 days,1.0,95.02000000000044,25146.39,0.37786735988744485
47,47,2018-06-08,2779.03,25316.53,June 08 2018,"Friday, 2018-06-08","Jun-08, 18",2018-06-08,8.66000000000031,2770.37,0.31259362467830326,1 days,1.0,75.11999999999898,25241.41,0.29760619553344675
48,48,2018-06-11,2782.0,25322.31,June 11 2018,"Monday, 2018-06-11","Jun-11, 18",2018-06-11,2.9699999999998,2779.03,0.1068718221825529,3 days,3.0,5.780000000002474,25316.53,0.022830932991221443
49,49,2018-06-12,2786.85,25320.73,June 12 2018,"Tuesday, 2018-06-12","Jun-12, 18",2018-06-12,4.849999999999909,2782.0,0.17433501078360564,1 days,1.0,-1.5800000000017462,25322.31,-0.006239557133617534
50,50,2018-06-13,2775.63,25201.2,June 13 2018,"Wednesday, 2018-06-13","Jun-13, 18",2018-06-13,-11.2199999999998,2786.85,-0.4026050917702711,1 days,1.0,-119.52999999999884,25320.73,-0.4720637991084729
51,51,2018-06-14,2782.49,25175.31,June 14 2018,"Thursday, 2018-06-14","Jun-14, 18",2018-06-14,6.859999999999673,2775.63,0.24715109722836517,1 days,1.0,-25.889999999999418,25201.2,-0.10273320318079861
52,52,2018-06-15,2779.66,25090.48,June 15 2018,"Friday, 2018-06-15","Jun-15, 18",2018-06-15,-2.8299999999999272,2782.49,-0.10170746345898557,1 days,1.0,-84.83000000000175,25175.31,-0.3369571218785459
53,53,2018-06-18,2773.75,24987.47,June 18 2018,"Monday, 2018-06-18","Jun-18, 18",2018-06-18,-5.9099999999998545,2779.66,-0.21261593144484775,3 days,3.0,-103.0099999999984,25090.48,-0.41055412251977
54,54,2018-06-19,2762.59,24700.21,June 19 2018,"Tuesday, 2018-06-19","Jun-19, 18",2018-06-19,-11.159999999999854,2773.75,-0.4023433979269889,1 days,1.0,-287.26000000000204,24987.47,-1.1496161876332498
55,55,2018-06-20,2767.32,24657.8,June 20 2018,"Wednesday, 2018-06-20","Jun-20, 18",2018-06-20,4.730000000000018,2762.59,0.1712161413745803,1 days,1.0,-42.409999999999854,24700.21,-0.1716989450696972
56,56,2018-06-21,2749.76,24461.7,June 21 2018,"Thursday, 2018-06-21","Jun-21, 18",2018-06-21,-17.559999999999945,2767.32,-0.6345489498865308,1 days,1.0,-196.09999999999854,24657.8,-0.7952858730300293
57,57,2018-06-22,2754.88,24580.89,June 22 2018,"Friday, 2018-06-22","Jun-22, 18",2018-06-22,5.119999999999891,2749.76,0.18619806819503848,1 days,1.0,119.18999999999869,24461.7,0.4872514992825465
58,58,2018-06-25,2717.07,24252.8,June 25 2018,"Monday, 2018-06-25","Jun-25, 18",2018-06-25,-37.809999999999945,2754.88,-1.372473574166568,3 days,3.0,-328.09000000000015,24580.89,-1.3347360490201947
59,59,2018-06-26,2723.06,24283.11,June 26 2018,"Tuesday, 2018-06-26","Jun-26, 18",2018-06-26,5.989999999999782,2717.07,0.2204580669618295,1 days,1.0,30.31000000000131,24252.8,0.12497526058847354
60,60,2018-06-27,2699.63,24117.59,June 27 2018,"Wednesday, 2018-06-27","Jun-27, 18",2018-06-27,-23.429999999999836,2723.06,-0.8604290761128964,1 days,1.0,-165.52000000000044,24283.11,-0.6816260355448722
61,61,2018-06-28,2716.31,24216.05,June 28 2018,"Thursday, 2018-06-28","Jun-28, 18",2018-06-28,16.679999999999836,2699.63,0.617862447816917,1 days,1.0,98.45999999999913,24117.59,0.40824974634695727
62,62,2018-06-29,2718.37,24271.41,June 29 2018,"Friday, 2018-06-29","Jun-29, 18",2018-06-29,2.0599999999999454,2716.31,0.07583817752759978,1 days,1.0,55.36000000000058,24216.05,0.22860871199060367
63,63,2018-07-02,2726.71,24307.18,July 02 2018,"Monday, 2018-07-02","Jul-02, 18",2018-07-02,8.340000000000146,2718.37,0.30680150237091147,3 days,3.0,35.77000000000044,24271.41,0.14737503919220366
64,64,2018-07-03,2713.22,24174.82,July 03 2018,"Tuesday, 2018-07-03","Jul-03, 18",2018-07-03,-13.490000000000236,2726.71,-0.4947354137403771,1 days,1.0,-132.36000000000058,24307.18,-0.5445304638382592
65,65,2018-07-04,,,July 04 2018,"Wednesday, 2018-07-04","Jul-04, 18",2018-07-04,,2713.22,,1 days,1.0,,24174.82,
66,66,2018-07-05,2736.61,24356.74,July 05 2018,"Thursday, 2018-07-05","Jul-05, 18",2018-07-05,,,,1 days,1.0,,,
67,67,2018-07-06,2759.82,24456.48,July 06 2018,"Friday, 2018-07-06","Jul-06, 18",2018-07-06,23.210000000000036,2736.61,0.8481296202235625,1 days,1.0,99.73999999999796,24356.74,0.40949650897450957
68,68,2018-07-09,2784.17,24776.59,July 09 2018,"Monday, 2018-07-09","Jul-09, 18",2018-07-09,24.34999999999991,2759.82,0.8823039183714847,3 days,3.0,320.1100000000006,24456.48,1.3088964560721763
69,69,2018-07-10,2793.84,24919.66,July 10 2018,"Tuesday, 2018-07-10","Jul-10, 18",2018-07-10,9.670000000000073,2784.17,0.34732074550045694,1 days,1.0,143.0699999999997,24776.59,0.5774402369333298
70,70,2018-07-11,2774.02,24700.45,July 11 2018,"Wednesday, 2018-07-11","Jul-11, 18",2018-07-11,-19.820000000000164,2793.84,-0.7094178621538872,1 days,1.0,-219.20999999999913,24919.66,-0.8796668975419373
71,71,2018-07-12,2798.29,24924.89,July 12 2018,"Thursday, 2018-07-12","Jul-12, 18",2018-07-12,24.269999999999982,2774.02,0.874903569548885,1 days,1.0,224.4399999999987,24700.45,0.90864741330623
72,72,2018-07-13,2801.31,25019.41,July 13 2018,"Friday, 2018-07-13","Jul-13, 18",2018-07-13,3.019999999999982,2798.29,0.1079230530073717,1 days,1.0,94.52000000000044,24924.89,0.37921932654467255
73,73,2018-07-16,2798.43,25064.36,July 16 2018,"Monday, 2018-07-16","Jul-16, 18",2018-07-16,-2.880000000000109,2801.31,-0.10280904291207003,3 days,3.0,44.95000000000073,25019.41,0.17966051157881313
74,74,2018-07-17,2809.55,25119.89,July 17 2018,"Tuesday, 2018-07-17","Jul-17, 18",2018-07-17,11.120000000000346,2798.43,0.39736566574830695,1 days,1.0,55.529999999998836,25064.36,0.22154964260008567
75,75,2018-07-18,2815.62,25199.29,July 18 2018,"Wednesday, 2018-07-18","Jul-18, 18",2018-07-18,6.069999999999709,2809.55,0.2160488334430677,1 days,1.0,79.40000000000146,25119.89,0.31608418667439014
76,76,2018-07-19,2804.49,25064.5,July 19 2018,"Thursday, 2018-07-19","Jul-19, 18",2018-07-19,-11.13000000000011,2815.62,-0.39529481961344604,1 days,1.0,-134.79000000000087,25199.29,-0.5348960228641397
77,77,2018-07-20,2801.83,25058.12,July 20 2018,"Friday, 2018-07-20","Jul-20, 18",2018-07-20,-2.6599999999998545,2804.49,-0.09484790461010219,1 days,1.0,-6.380000000001019,25064.5,-0.02545432783419186
78,78,2018-07-23,2806.98,25044.29,July 23 2018,"Monday, 2018-07-23","Jul-23, 18",2018-07-23,5.150000000000091,2801.83,0.1838084394841975,3 days,3.0,-13.829999999998108,25058.12,-0.05519169035824758
79,79,2018-07-24,2820.4,25241.94,July 24 2018,"Tuesday, 2018-07-24","Jul-24, 18",2018-07-24,13.420000000000073,2806.98,0.4780938945058416,1 days,1.0,197.64999999999782,25044.29,0.7892018500025267
80,80,2018-07-25,2846.07,25414.1,July 25 2018,"Wednesday, 2018-07-25","Jul-25, 18",2018-07-25,25.670000000000073,2820.4,0.9101545880017045,1 days,1.0,172.15999999999985,25241.94,0.6820394945871825
81,81,2018-07-26,2837.44,25527.07,July 26 2018,"Thursday, 2018-07-26","Jul-26, 18",2018-07-26,-8.63000000000011,2846.07,-0.30322514906520603,1 days,1.0,112.97000000000116,25414.1,0.44451702007940935
82,82,2018-07-27,2818.82,25451.06,July 27 2018,"Friday, 2018-07-27","Jul-27, 18",2018-07-27,-18.61999999999989,2837.44,-0.6562253298748129,1 days,1.0,-76.0099999999984,25527.07,-0.2977623362179772
83,83,2018-07-30,2802.6,25306.83,July 30 2018,"Monday, 2018-07-30","Jul-30, 18",2018-07-30,-16.220000000000255,2818.82,-0.5754180827438522,3 days,3.0,-144.22999999999956,25451.06,-0.5666954539417988
84,84,2018-07-31,2816.29,25415.19,July 31 2018,"Tuesday, 2018-07-31","Jul-31, 18",2018-07-31,13.690000000000055,2802.6,0.48847498751159835,1 days,1.0,108.35999999999694,25306.83,0.42818480228458855
85,85,2018-08-01,2813.36,25333.82,August 01 2018,"Wednesday, 2018-08-01","Aug-01, 18",2018-08-01,-2.9299999999998363,2816.29,-0.10403758135702773,1 days,1.0,-81.36999999999898,25415.19,-0.32016286323257465
86,86,2018-08-02,2827.22,25326.16,August 02 2018,"Thursday, 2018-08-02","Aug-02, 18",2018-08-02,13.859999999999673,2813.36,0.4926493587738388,1 days,1.0,-7.6599999999998545,25333.82,-0.030236261250770134
87,87,2018-08-03,2840.35,25462.58,August 03 2018,"Friday, 2018-08-03","Aug-03, 18",2018-08-03,13.13000000000011,2827.22,0.4644138057880218,1 days,1.0,136.4200000000019,25326.16,0.5386525237146171
88,88,2018-08-06,2850.4,25502.18,August 06 2018,"Monday, 2018-08-06","Aug-06, 18",2018-08-06,10.050000000000182,2840.35,0.35382963367191306,3 days,3.0,39.599999999998545,25462.58,0.15552233905597368
89,89,2018-08-07,2858.45,25628.91,August 07 2018,"Tuesday, 2018-08-07","Aug-07, 18",2018-08-07,8.049999999999727,2850.4,0.28241650294694526,1 days,1.0,126.72999999999956,25502.18,0.4969379088375957
90,90,2018-08-08,2857.7,25583.75,August 08 2018,"Wednesday, 2018-08-08","Aug-08, 18",2018-08-08,-0.75,2858.45,-0.026237996116776578,1 days,1.0,-45.159999999999854,25628.91,-0.17620725969227663
91,91,2018-08-09,2853.58,25509.23,August 09 2018,"Thursday, 2018-08-09","Aug-09, 18",2018-08-09,-4.119999999999891,2857.7,-0.14417188648213217,1 days,1.0,-74.52000000000044,25583.75,-0.2912786436703002
92,92,2018-08-10,2833.28,25313.14,August 10 2018,"Friday, 2018-08-10","Aug-10, 18",2018-08-10,-20.299999999999727,2853.58,-0.711387099713333,1 days,1.0,-196.09000000000015,25509.23,-0.7687021521229772
93,93,2018-08-13,2821.93,25187.7,August 13 2018,"Monday, 2018-08-13","Aug-13, 18",2018-08-13,-11.350000000000364,2833.28,-0.4005957759205007,3 days,3.0,-125.43999999999869,25313.14,-0.4955529025636436
94,94,2018-08-14,2839.96,25299.92,August 14 2018,"Tuesday, 2018-08-14","Aug-14, 18",2018-08-14,18.0300000000002,2821.93,0.6389244240643887,1 days,1.0,112.21999999999753,25187.7,0.4455349237921586
95,95,2018-08-15,2818.37,25162.41,August 15 2018,"Wednesday, 2018-08-15","Aug-15, 18",2018-08-15,-21.590000000000146,2839.96,-0.7602219749573988,1 days,1.0,-137.5099999999984,25299.92,-0.5435195052000101
96,96,2018-08-16,2840.69,25558.73,August 16 2018,"Thursday, 2018-08-16","Aug-16, 18",2018-08-16,22.320000000000164,2818.37,0.7919471183698438,1 days,1.0,396.3199999999997,25162.41,1.5750478590882182
97,97,2018-08-17,2850.13,25669.32,August 17 2018,"Friday, 2018-08-17","Aug-17, 18",2018-08-17,9.440000000000055,2840.69,0.3323136280269954,1 days,1.0,110.59000000000015,25558.73,0.43268973067128197
98,98,2018-08-20,2857.05,25758.69,August 20 2018,"Monday, 2018-08-20","Aug-20, 18",2018-08-20,6.920000000000073,2850.13,0.2427959426412154,3 days,3.0,89.36999999999898,25669.32,0.34815881371224083
99,99,2018-08-21,2862.96,25822.29,August 21 2018,"Tuesday, 2018-08-21","Aug-21, 18",2018-08-21,5.9099999999998545,2857.05,0.2068567228434873,1 days,1.0,63.60000000000218,25758.69,0.246906966153955
100,100,2018-08-22,2861.82,25733.6,August 22 2018,"Wednesday, 2018-08-22","Aug-22, 18",2018-08-22,-1.1399999999998727,2862.96,-0.03981892866124125,1 days,1.0,-88.69000000000233,25822.29,-0.34346295390533654
101,101,2018-08-23,2856.98,25656.98,August 23 2018,"Thursday, 2018-08-23","Aug-23, 18",2018-08-23,-4.8400000000001455,2861.82,-0.16912314541096732,1 days,1.0,-76.61999999999898,25733.6,-0.2977430285696482
102,102,2018-08-24,2874.69,25790.35,August 24 2018,"Friday, 2018-08-24","Aug-24, 18",2018-08-24,17.710000000000036,2856.98,0.6198853334640088,1 days,1.0,133.36999999999898,25656.98,0.5198195578746952
103,103,2018-08-27,2896.74,26049.64,August 27 2018,"Monday, 2018-08-27","Aug-27, 18",2018-08-27,22.049999999999727,2874.69,0.7670392285776806,3 days,3.0,259.2900000000009,25790.35,1.005376041814093
104,104,2018-08-28,2897.52,26064.02,August 28 2018,"Tuesday, 2018-08-28","Aug-28, 18",2018-08-28,0.7800000000002001,2896.74,0.0269268211852013,1 days,1.0,14.380000000001019,26049.64,0.055202298381094785
105,105,2018-08-29,2914.04,26124.57,August 29 2018,"Wednesday, 2018-08-29","Aug-29, 18",2018-08-29,16.519999999999982,2897.52,0.5701427427593246,1 days,1.0,60.54999999999927,26064.02,0.23231259030648102
106,106,2018-08-30,2901.13,25986.92,August 30 2018,"Thursday, 2018-08-30","Aug-30, 18",2018-08-30,-12.909999999999854,2914.04,-0.44302754938160954,1 days,1.0,-137.65000000000146,26124.57,-0.5268986245515292
107,107,2018-08-31,2901.52,25964.82,August 31 2018,"Friday, 2018-08-31","Aug-31, 18",2018-08-31,0.38999999999987267,2901.13,0.013443037712886794,1 days,1.0,-22.099999999998545,25986.92,-0.08504278306162695
108,108,2018-09-03,,,September 03 2018,"Monday, 2018-09-03","Sep-03, 18",2018-09-03,,2901.52,,3 days,3.0,,25964.82,
109,109,2018-09-04,2896.72,25952.48,September 04 2018,"Tuesday, 2018-09-04","Sep-04, 18",2018-09-04,,,,1 days,1.0,,,
110,110,2018-09-05,2888.6,25974.99,September 05 2018,"Wednesday, 2018-09-05","Sep-05, 18",2018-09-05,-8.11999999999989,2896.72,-0.2803170482476695,1 days,1.0,22.510000000002037,25952.48,0.0867354487894877
111,111,2018-09-06,2878.05,25995.87,September 06 2018,"Thursday, 2018-09-06","Sep-06, 18",2018-09-06,-10.549999999999727,2888.6,-0.36522883057535577,1 days,1.0,20.87999999999738,25974.99,0.08038501651010214
112,112,2018-09-07,2871.68,25916.54,September 07 2018,"Friday, 2018-09-07","Sep-07, 18",2018-09-07,-6.370000000000346,2878.05,-0.22133041469051423,1 days,1.0,-79.32999999999811,25995.87,-0.30516385872062796
113,113,2018-09-10,2877.13,25857.07,September 10 2018,"Monday, 2018-09-10","Sep-10, 18",2018-09-10,5.450000000000273,2871.68,0.18978437708937881,3 days,3.0,-59.470000000001164,25916.54,-0.22946735945462304
114,114,2018-09-11,2887.89,25971.06,September 11 2018,"Tuesday, 2018-09-11","Sep-11, 18",2018-09-11,10.759999999999764,2877.13,0.37398379635260703,1 days,1.0,113.9900000000016,25857.07,0.4408465460317105
115,115,2018-09-12,2888.92,25998.92,September 12 2018,"Wednesday, 2018-09-12","Sep-12, 18",2018-09-12,1.0300000000002,2887.89,0.035666178420930165,1 days,1.0,27.859999999996944,25971.06,0.10727324953235233
116,116,2018-09-13,2904.18,26145.99,September 13 2018,"Thursday, 2018-09-13","Sep-13, 18",2018-09-13,15.259999999999764,2888.92,0.5282250806529694,1 days,1.0,147.07000000000335,25998.92,0.5656773435204361
117,117,2018-09-14,2904.98,26154.67,September 14 2018,"Friday, 2018-09-14","Sep-14, 18",2018-09-14,0.8000000000001819,2904.18,0.027546501938591338,1 days,1.0,8.679999999996653,26145.99,0.03319820744977204
118,118,2018-09-17,2888.8,26062.12,September 17 2018,"Monday, 2018-09-17","Sep-17, 18",2018-09-17,-16.179999999999836,2904.98,-0.5569745746958614,3 days,3.0,-92.54999999999927,26154.67,-0.35385650057905255
119,119,2018-09-18,2904.31,26246.96,September 18 2018,"Tuesday, 2018-09-18","Sep-18, 18",2018-09-18,15.509999999999764,2888.8,0.5369011354195431,1 days,1.0,184.84000000000015,26062.12,0.7092285662102705
120,120,2018-09-19,2907.95,26405.76,September 19 2018,"Wednesday, 2018-09-19","Sep-19, 18",2018-09-19,3.6399999999998727,2904.31,0.12533097362195747,1 days,1.0,158.79999999999927,26246.96,0.6050224483140115
121,121,2018-09-20,2930.75,26656.98,September 20 2018,"Thursday, 2018-09-20","Sep-20, 18",2018-09-20,22.800000000000182,2907.95,0.7840574975498267,1 days,1.0,251.22000000000116,26405.76,0.9513833345451946
122,122,2018-09-21,2929.67,26743.5,September 21 2018,"Friday, 2018-09-21","Sep-21, 18",2018-09-21,-1.0799999999999272,2930.75,-0.036850635502855146,1 days,1.0,86.52000000000044,26656.98,0.32456789928941854
123,123,2018-09-24,2919.37,26562.05,September 24 2018,"Monday, 2018-09-24","Sep-24, 18",2018-09-24,-10.300000000000182,2929.67,-0.3515754334105951,3 days,3.0,-181.45000000000073,26743.5,-0.6784826219455222
124,124,2018-09-25,2915.56,26492.21,September 25 2018,"Tuesday, 2018-09-25","Sep-25, 18",2018-09-25,-3.8099999999999454,2919.37,-0.13050760951849014,1 days,1.0,-69.84000000000015,26562.05,-0.26293151319269464
125,125,2018-09-26,2905.97,26385.28,September 26 2018,"Wednesday, 2018-09-26","Sep-26, 18",2018-09-26,-9.590000000000146,2915.56,-0.3289248034682924,1 days,1.0,-106.93000000000029,26492.21,-0.40362808538812084
